transaction_id,transaction_date,transaction_amount,customer_id,customer_age,customer_income,product_category,payment_method,transaction_status,profit_margin
294,7/10/2021,9534.44,294,74,298816.55,clothing,cash,refunded,error: Field 'sale_price' not found
295,9/12/2021,4379.44,295,26,435174.59,groceries,check,refunded,error: Field 'sale_price' not found
296,11/12/2022,4983.87,296,45,311202.42,electronics,cash,completed,error: Field 'sale_price' not found
297,6/16/2022,5003.57,297,24,196665.68,groceries,cash,refunded,error: Field 'sale_price' not found
298,8/2/2022,6838.39,298,85,502550.58,clothing,credit card,completed,error: Field 'sale_price' not found
299,4/12/2022,6139.61,299,67,594620.94,electronics,check,pending,error: Field 'sale_price' not found
300,4/4/2020,4742.93,300,75,149553.87,electronics,cash,completed,error: Field 'sale_price' not found
301,1/19/2022,7876.98,301,85,852507.73,groceries,cash,refunded,error: Field 'sale_price' not found
302,2/26/2022,4120.48,302,57,512302.95,electronics,cash,refunded,error: Field 'sale_price' not found
303,10/29/2022,2939.11,303,66,311812.02,groceries,cash,pending,error: Field 'sale_price' not found
304,7/27/2021,1580.15,304,82,772806.13,clothing,cash,completed,error: Field 'sale_price' not found
305,2/15/2022,634.87,305,44,532352.21,electronics,cash,pending,error: Field 'sale_price' not found
306,2/9/2020,6086.26,306,100,966523.36,groceries,credit card,refunded,error: Field 'sale_price' not found
307,2/1/2022,6126.38,307,26,423142.31,groceries,credit card,completed,error: Field 'sale_price' not found
308,10/11/2020,4118.56,308,78,783455.11,clothing,credit card,refunded,error: Field 'sale_price' not found
309,10/21/2021,8178.66,309,73,844585.81,electronics,credit card,completed,error: Field 'sale_price' not found
310,4/19/2021,4341.21,310,63,728011.95,electronics,cash,refunded,error: Field 'sale_price' not found
311,10/12/2021,9440.44,311,83,301529.55,groceries,cash,refunded,error: Field 'sale_price' not found
312,12/6/2021,1050.48,312,64,939904.21,electronics,cash,refunded,error: Field 'sale_price' not found
313,6/12/2021,599.12,313,93,634875.58,groceries,cash,refunded,error: Field 'sale_price' not found
314,5/2/2020,1423.56,314,68,368690.73,groceries,check,refunded,error: Field 'sale_price' not found
315,12/2/2022,3832.8,315,99,341325.89,groceries,check,completed,error: Field 'sale_price' not found
316,6/13/2021,1930.43,316,34,758063.03,electronics,check,completed,error: Field 'sale_price' not found
317,9/28/2021,8764.95,317,55,148321.2,clothing,credit card,refunded,error: Field 'sale_price' not found
318,6/22/2021,486.88,318,81,882564.77,clothing,cash,completed,error: Field 'sale_price' not found
319,4/5/2022,8430.97,319,94,48341.55,groceries,credit card,pending,error: Field 'sale_price' not found
320,9/13/2021,7542.55,320,72,318097.31,clothing,cash,refunded,error: Field 'sale_price' not found
321,2/27/2021,7321.34,321,90,551181.77,clothing,check,pending,error: Field 'sale_price' not found
322,6/25/2022,7565.87,322,68,740895.61,groceries,cash,completed,error: Field 'sale_price' not found
323,9/29/2020,694.44,323,31,164989.65,groceries,check,pending,error: Field 'sale_price' not found
324,11/22/2021,6984.16,324,34,772389.45,clothing,check,pending,error: Field 'sale_price' not found
325,12/27/2020,7162.49,325,100,826822.47,clothing,cash,completed,error: Field 'sale_price' not found
326,3/6/2022,7365.14,326,98,826493.03,groceries,credit card,completed,error: Field 'sale_price' not found
327,1/13/2021,3841.39,327,98,121820.44,electronics,check,refunded,error: Field 'sale_price' not found
328,12/19/2020,5515.92,328,56,491128.79,clothing,credit card,pending,error: Field 'sale_price' not found
329,9/25/2022,645.62,329,52,176371.63,electronics,credit card,completed,error: Field 'sale_price' not found
330,5/21/2021,8069.63,330,73,274193.57,clothing,cash,completed,error: Field 'sale_price' not found
331,6/12/2021,7194.15,331,91,75816.01,groceries,cash,completed,error: Field 'sale_price' not found
332,7/5/2022,715.02,332,93,168152.53,groceries,check,refunded,error: Field 'sale_price' not found
333,10/30/2022,9073.28,333,30,355186.24,electronics,cash,refunded,error: Field 'sale_price' not found
334,3/5/2022,2188.56,334,44,435274.22,electronics,credit card,pending,error: Field 'sale_price' not found
335,2/7/2022,9623.7,335,45,391237.35,clothing,cash,completed,error: Field 'sale_price' not found
336,12/27/2022,8560.11,336,53,737053.0,electronics,cash,completed,error: Field 'sale_price' not found
337,9/10/2022,4782.12,337,34,800404.81,clothing,check,pending,error: Field 'sale_price' not found
338,4/5/2022,5563.14,338,57,713657.48,electronics,credit card,pending,error: Field 'sale_price' not found
339,11/14/2022,7029.17,339,55,229968.88,groceries,credit card,completed,error: Field 'sale_price' not found
340,10/12/2020,1012.0,340,41,541770.53,groceries,credit card,completed,error: Field 'sale_price' not found
341,4/10/2021,3051.28,341,37,501578.56,electronics,check,refunded,error: Field 'sale_price' not found
342,5/17/2021,7321.46,342,92,22194.77,clothing,check,refunded,error: Field 'sale_price' not found
343,9/17/2022,9104.05,343,62,580460.15,clothing,check,completed,error: Field 'sale_price' not found
344,3/27/2021,6910.89,344,74,965666.09,groceries,credit card,refunded,error: Field 'sale_price' not found
345,9/8/2022,6175.35,345,28,883199.61,electronics,credit card,completed,error: Field 'sale_price' not found
346,6/30/2021,9298.72,346,20,391796.1,electronics,check,pending,error: Field 'sale_price' not found
347,10/8/2020,145.37,347,56,804148.78,groceries,credit card,refunded,error: Field 'sale_price' not found
348,4/19/2020,8419.57,348,37,131191.46,clothing,check,refunded,error: Field 'sale_price' not found
349,5/3/2022,3046.39,349,96,904291.44,clothing,cash,completed,error: Field 'sale_price' not found
350,10/12/2021,6700.7,350,71,948485.31,groceries,cash,completed,error: Field 'sale_price' not found
351,2/26/2022,1770.44,351,26,16060.27,electronics,check,pending,error: Field 'sale_price' not found
352,11/23/2022,8596.4,352,73,458266.7,clothing,cash,completed,error: Field 'sale_price' not found
353,3/12/2021,5564.76,353,45,571748.76,electronics,cash,refunded,error: Field 'sale_price' not found
354,12/14/2022,467.15,354,53,671227.36,electronics,cash,completed,error: Field 'sale_price' not found
355,1/1/2021,2336.54,355,99,49026.72,groceries,credit card,pending,error: Field 'sale_price' not found
356,12/18/2020,8303.88,356,65,166768.3,groceries,check,refunded,error: Field 'sale_price' not found
357,12/30/2020,3088.13,357,36,915176.94,clothing,check,completed,error: Field 'sale_price' not found
358,8/8/2022,688.35,358,28,545552.81,electronics,credit card,completed,error: Field 'sale_price' not found
359,10/30/2021,4960.36,359,73,766070.13,groceries,check,refunded,error: Field 'sale_price' not found
360,10/6/2022,1992.36,360,55,916439.37,groceries,check,refunded,error: Field 'sale_price' not found
361,11/23/2021,9109.29,361,69,583643.4,clothing,check,refunded,error: Field 'sale_price' not found
362,7/27/2021,9645.8,362,57,288279.24,clothing,credit card,refunded,error: Field 'sale_price' not found
363,5/20/2021,6584.1,363,66,532339.85,clothing,credit card,completed,error: Field 'sale_price' not found
364,4/15/2021,5098.02,364,23,612316.34,groceries,credit card,refunded,error: Field 'sale_price' not found
365,4/7/2021,4838.64,365,83,887259.3,groceries,cash,completed,error: Field 'sale_price' not found
366,12/1/2020,436.07,366,50,911808.17,electronics,cash,pending,error: Field 'sale_price' not found
367,10/3/2020,9203.35,367,59,769531.34,clothing,credit card,pending,error: Field 'sale_price' not found
368,1/14/2021,5036.95,368,45,831353.05,groceries,cash,refunded,error: Field 'sale_price' not found
369,6/15/2020,1111.44,369,53,498122.9,groceries,credit card,refunded,error: Field 'sale_price' not found
370,2/9/2022,6661.65,370,43,526913.68,clothing,credit card,completed,error: Field 'sale_price' not found
371,11/15/2022,4081.51,371,55,927224.84,electronics,credit card,refunded,error: Field 'sale_price' not found
372,4/19/2020,3459.22,372,57,206805.98,groceries,cash,completed,error: Field 'sale_price' not found
373,5/22/2021,5545.49,373,93,724380.16,electronics,cash,refunded,error: Field 'sale_price' not found
374,1/16/2022,6026.79,374,31,644533.63,groceries,check,pending,error: Field 'sale_price' not found
375,7/6/2020,412.41,375,29,247375.9,clothing,credit card,pending,error: Field 'sale_price' not found
376,7/10/2020,4618.32,376,88,103239.97,electronics,cash,refunded,error: Field 'sale_price' not found
377,3/19/2022,2162.45,377,49,914429.14,electronics,cash,completed,error: Field 'sale_price' not found
378,4/13/2021,7019.31,378,80,862541.79,groceries,credit card,refunded,error: Field 'sale_price' not found
379,6/16/2021,6167.74,379,30,560512.78,electronics,credit card,pending,error: Field 'sale_price' not found
380,9/20/2020,9702.34,380,66,190447.41,groceries,cash,refunded,error: Field 'sale_price' not found
381,12/6/2022,7393.9,381,86,393759.2,electronics,cash,refunded,error: Field 'sale_price' not found
382,10/10/2022,8426.81,382,99,661815.8,groceries,credit card,pending,error: Field 'sale_price' not found
383,10/22/2022,2320.13,383,94,427735.29,clothing,cash,pending,error: Field 'sale_price' not found
384,1/15/2020,3309.5,384,32,131791.05,groceries,credit card,refunded,error: Field 'sale_price' not found
385,6/2/2020,6097.07,385,53,608195.79,groceries,credit card,pending,error: Field 'sale_price' not found
386,3/30/2021,7406.47,386,28,588742.56,groceries,cash,pending,error: Field 'sale_price' not found
387,1/31/2022,4006.5,387,39,133846.97,groceries,credit card,refunded,error: Field 'sale_price' not found
388,12/8/2020,1106.85,388,79,942787.62,electronics,cash,completed,error: Field 'sale_price' not found
389,6/12/2020,824.67,389,92,960831.34,electronics,check,completed,error: Field 'sale_price' not found
390,8/17/2021,5792.61,390,86,562091.81,clothing,check,pending,error: Field 'sale_price' not found
391,9/12/2022,7184.1,391,54,101490.98,clothing,credit card,refunded,error: Field 'sale_price' not found
392,4/5/2020,3459.07,392,66,71274.98,electronics,cash,completed,error: Field 'sale_price' not found
393,12/5/2022,2986.92,393,98,291120.27,clothing,credit card,completed,error: Field 'sale_price' not found
394,1/25/2022,4336.31,394,90,168835.03,electronics,credit card,refunded,error: Field 'sale_price' not found
395,5/20/2020,6683.33,395,70,774276.65,clothing,credit card,completed,error: Field 'sale_price' not found
396,2/25/2020,2215.67,396,87,289107.21,groceries,cash,completed,error: Field 'sale_price' not found
397,9/29/2022,7902.15,397,31,892619.9,electronics,credit card,pending,error: Field 'sale_price' not found
398,12/26/2021,5114.07,398,48,375278.24,groceries,check,pending,error: Field 'sale_price' not found
399,1/17/2020,7034.02,399,21,629067.95,electronics,cash,pending,error: Field 'sale_price' not found
400,6/28/2022,6355.01,400,19,442825.0,clothing,credit card,completed,error: Field 'sale_price' not found
401,11/18/2021,2585.66,401,43,464406.96,clothing,cash,pending,error: Field 'sale_price' not found
402,3/27/2021,616.43,402,41,458230.18,electronics,check,pending,error: Field 'sale_price' not found
403,4/4/2022,6140.65,403,28,640062.26,groceries,credit card,completed,error: Field 'sale_price' not found
404,10/10/2020,3346.93,404,97,15417.21,electronics,cash,completed,error: Field 'sale_price' not found
405,3/31/2021,8395.35,405,63,253014.34,groceries,cash,completed,error: Field 'sale_price' not found
406,6/3/2022,4153.89,406,24,201299.51,groceries,check,refunded,error: Field 'sale_price' not found
407,7/20/2020,5331.97,407,62,923641.1,clothing,check,refunded,error: Field 'sale_price' not found
408,2/7/2020,4549.54,408,82,676551.02,clothing,check,completed,error: Field 'sale_price' not found
409,3/5/2021,1388.34,409,43,255176.07,electronics,check,pending,error: Field 'sale_price' not found
410,11/10/2020,255.84,410,77,726792.37,groceries,cash,completed,error: Field 'sale_price' not found
411,4/9/2022,6754.2,411,42,506279.79,electronics,check,pending,error: Field 'sale_price' not found
412,2/3/2022,1340.78,412,66,450288.41,electronics,cash,pending,error: Field 'sale_price' not found
413,11/8/2021,1982.99,413,50,272982.1,electronics,credit card,refunded,error: Field 'sale_price' not found
414,5/13/2022,3503.96,414,51,349963.4,electronics,credit card,completed,error: Field 'sale_price' not found
415,9/18/2021,2520.15,415,36,837516.57,groceries,check,refunded,error: Field 'sale_price' not found
416,1/13/2021,7217.62,416,25,817471.16,electronics,credit card,pending,error: Field 'sale_price' not found
417,9/26/2021,7402.37,417,32,258029.8,groceries,credit card,completed,error: Field 'sale_price' not found
418,11/3/2022,2270.09,418,95,379709.54,clothing,check,refunded,error: Field 'sale_price' not found
419,6/2/2021,2561.9,419,81,937214.5,groceries,credit card,pending,error: Field 'sale_price' not found
420,6/5/2020,724.62,420,81,205226.01,electronics,check,refunded,error: Field 'sale_price' not found
421,1/13/2022,4205.86,421,89,205496.43,clothing,cash,pending,error: Field 'sale_price' not found
422,11/15/2020,3811.41,422,98,570503.04,clothing,check,refunded,error: Field 'sale_price' not found
423,3/19/2022,1393.84,423,95,767975.08,clothing,credit card,pending,error: Field 'sale_price' not found
424,4/3/2020,162.63,424,100,720563.11,electronics,check,completed,error: Field 'sale_price' not found
425,4/13/2022,5779.83,425,55,590367.4,groceries,check,pending,error: Field 'sale_price' not found
426,7/21/2022,5234.51,426,61,277171.39,groceries,credit card,pending,error: Field 'sale_price' not found
427,10/5/2022,4412.37,427,42,578754.71,electronics,check,pending,error: Field 'sale_price' not found
428,12/11/2022,3165.02,428,55,436075.66,clothing,cash,completed,error: Field 'sale_price' not found
429,9/26/2022,9406.91,429,78,965027.81,groceries,cash,completed,error: Field 'sale_price' not found
430,9/26/2022,2117.02,430,74,356972.91,electronics,check,completed,error: Field 'sale_price' not found
431,10/8/2022,8670.03,431,64,47197.2,clothing,check,refunded,error: Field 'sale_price' not found
432,11/14/2021,7038.8,432,60,89357.72,electronics,check,completed,error: Field 'sale_price' not found
433,9/21/2020,3644.46,433,49,900709.6,groceries,credit card,pending,error: Field 'sale_price' not found
434,11/28/2020,9374.13,434,44,549395.67,groceries,credit card,completed,error: Field 'sale_price' not found
435,5/26/2021,5261.32,435,63,962155.81,electronics,credit card,completed,error: Field 'sale_price' not found
436,12/16/2020,7650.23,436,79,507882.6,electronics,cash,completed,error: Field 'sale_price' not found
437,7/19/2022,8180.97,437,67,327956.39,groceries,cash,completed,error: Field 'sale_price' not found
438,7/30/2021,5780.11,438,86,773953.25,groceries,credit card,pending,error: Field 'sale_price' not found
439,9/10/2021,2791.34,439,56,605570.03,clothing,credit card,completed,error: Field 'sale_price' not found
440,1/23/2021,4059.77,440,78,187716.27,groceries,cash,completed,error: Field 'sale_price' not found
441,12/12/2021,9392.3,441,71,275771.05,electronics,check,pending,error: Field 'sale_price' not found
442,8/7/2020,4985.9,442,75,332008.27,electronics,credit card,refunded,error: Field 'sale_price' not found
443,2/21/2020,1110.48,443,80,353062.03,clothing,credit card,refunded,error: Field 'sale_price' not found
444,7/30/2022,7979.12,444,90,797175.2,electronics,cash,refunded,error: Field 'sale_price' not found
445,1/22/2021,687.97,445,54,115524.69,groceries,credit card,completed,error: Field 'sale_price' not found
446,6/23/2022,9848.28,446,64,669498.89,clothing,cash,refunded,error: Field 'sale_price' not found
447,12/23/2022,1727.76,447,51,858915.31,clothing,check,completed,error: Field 'sale_price' not found
448,12/15/2021,8997.64,448,63,658786.15,clothing,check,refunded,error: Field 'sale_price' not found
449,7/28/2021,5765.51,449,55,953357.84,clothing,check,pending,error: Field 'sale_price' not found
450,10/22/2021,9231.54,450,73,808342.12,clothing,credit card,pending,error: Field 'sale_price' not found
451,11/5/2022,6468.37,451,75,838911.89,clothing,credit card,pending,error: Field 'sale_price' not found
452,12/27/2020,3854.87,452,65,237441.28,groceries,credit card,pending,error: Field 'sale_price' not found
453,7/13/2020,2282.95,453,24,467783.84,groceries,check,pending,error: Field 'sale_price' not found
454,9/2/2021,221.61,454,84,305849.75,groceries,cash,refunded,error: Field 'sale_price' not found
455,11/3/2021,284.44,455,63,383594.0,groceries,cash,pending,error: Field 'sale_price' not found
456,10/15/2022,3977.4,456,56,10447.31,clothing,credit card,completed,error: Field 'sale_price' not found
457,9/18/2022,1231.79,457,22,342651.58,electronics,cash,pending,error: Field 'sale_price' not found
458,10/28/2020,4636.01,458,46,603956.68,groceries,check,completed,error: Field 'sale_price' not found
459,7/4/2021,9516.66,459,86,291967.6,groceries,cash,completed,error: Field 'sale_price' not found
460,10/4/2020,7727.43,460,18,21769.03,groceries,check,completed,error: Field 'sale_price' not found
461,7/2/2021,2619.35,461,99,736033.79,electronics,check,completed,error: Field 'sale_price' not found
462,3/25/2021,8369.32,462,95,553465.57,clothing,credit card,refunded,error: Field 'sale_price' not found
463,11/29/2020,5938.5,463,100,608959.91,electronics,cash,refunded,error: Field 'sale_price' not found
464,9/18/2022,974.05,464,38,574004.8,clothing,check,pending,error: Field 'sale_price' not found
465,3/2/2020,1873.16,465,24,401285.47,electronics,check,refunded,error: Field 'sale_price' not found
466,10/4/2022,3809.06,466,59,915690.49,groceries,cash,refunded,error: Field 'sale_price' not found
467,3/12/2022,6220.56,467,67,155757.27,groceries,credit card,refunded,error: Field 'sale_price' not found
468,7/24/2022,2865.19,468,35,11825.42,groceries,cash,completed,error: Field 'sale_price' not found
469,8/6/2021,4973.51,469,58,589942.38,groceries,cash,pending,error: Field 'sale_price' not found
470,5/28/2020,8784.55,470,23,77293.74,electronics,cash,pending,error: Field 'sale_price' not found
471,12/12/2021,6810.64,471,28,735699.26,clothing,credit card,refunded,error: Field 'sale_price' not found
472,10/17/2021,8635.07,472,77,951688.58,electronics,check,refunded,error: Field 'sale_price' not found
473,12/23/2021,7388.06,473,78,873181.82,groceries,credit card,completed,error: Field 'sale_price' not found
474,1/19/2022,1574.81,474,29,565237.69,groceries,cash,completed,error: Field 'sale_price' not found
475,12/4/2022,492.3,475,29,88673.57,groceries,check,pending,error: Field 'sale_price' not found
476,4/6/2020,4343.15,476,100,677373.44,groceries,check,completed,error: Field 'sale_price' not found
477,11/30/2020,6508.88,477,18,356658.84,electronics,check,pending,error: Field 'sale_price' not found
478,5/28/2022,7356.48,478,84,854272.02,electronics,cash,pending,error: Field 'sale_price' not found
479,5/5/2021,6338.5,479,34,903408.29,groceries,check,completed,error: Field 'sale_price' not found
480,1/24/2021,3576.96,480,21,847502.25,clothing,credit card,completed,error: Field 'sale_price' not found
481,12/19/2020,3107.16,481,55,296334.78,clothing,cash,completed,error: Field 'sale_price' not found
482,8/14/2022,1994.43,482,38,834904.45,groceries,credit card,completed,error: Field 'sale_price' not found
483,12/8/2022,6896.66,483,90,290724.7,groceries,cash,completed,error: Field 'sale_price' not found
484,10/9/2021,9850.72,484,19,121548.51,groceries,cash,pending,error: Field 'sale_price' not found
485,10/22/2021,1778.67,485,78,448981.73,groceries,cash,completed,error: Field 'sale_price' not found
486,11/14/2021,5196.46,486,38,177918.7,clothing,credit card,pending,error: Field 'sale_price' not found
487,12/17/2022,758.51,487,45,460367.01,clothing,credit card,pending,error: Field 'sale_price' not found
488,7/25/2021,873.96,488,69,386003.47,clothing,cash,refunded,error: Field 'sale_price' not found
489,4/24/2021,3497.19,489,90,126663.1,electronics,cash,completed,error: Field 'sale_price' not found
490,5/28/2022,5549.79,490,65,328561.94,groceries,check,refunded,error: Field 'sale_price' not found
491,11/19/2021,8002.1,491,61,427136.26,clothing,cash,pending,error: Field 'sale_price' not found
492,9/1/2020,6397.13,492,100,507457.63,clothing,credit card,refunded,error: Field 'sale_price' not found
493,9/6/2021,4601.94,493,86,152895.4,electronics,check,completed,error: Field 'sale_price' not found
494,9/22/2020,3032.72,494,74,886578.84,groceries,cash,completed,error: Field 'sale_price' not found
495,4/24/2021,9733.16,495,34,190063.12,groceries,credit card,pending,error: Field 'sale_price' not found
496,10/6/2020,6744.41,496,27,554866.58,electronics,credit card,completed,error: Field 'sale_price' not found
497,7/6/2020,3210.65,497,76,967875.61,electronics,check,completed,error: Field 'sale_price' not found
498,5/21/2021,9476.17,498,47,855389.19,clothing,credit card,pending,error: Field 'sale_price' not found
499,8/3/2021,4373.94,499,74,492240.95,groceries,credit card,pending,error: Field 'sale_price' not found
500,12/16/2021,9750.66,500,77,127513.75,electronics,check,refunded,error: Field 'sale_price' not found
501,1/14/2021,1097.78,501,29,216234.26,groceries,credit card,completed,error: Field 'sale_price' not found
502,6/10/2021,551.49,502,79,60315.96,groceries,check,refunded,error: Field 'sale_price' not found
503,6/28/2022,1916.74,503,29,603430.5,clothing,cash,refunded,error: Field 'sale_price' not found
504,1/17/2022,6156.64,504,82,37080.59,electronics,check,completed,error: Field 'sale_price' not found
505,10/19/2020,4746.13,505,91,649471.52,electronics,check,refunded,error: Field 'sale_price' not found
506,2/17/2020,5163.02,506,34,748467.28,groceries,credit card,refunded,error: Field 'sale_price' not found
507,7/31/2020,2962.42,507,25,961023.04,clothing,cash,completed,error: Field 'sale_price' not found
508,8/13/2021,938.76,508,70,461622.17,electronics,check,refunded,error: Field 'sale_price' not found
509,10/18/2022,1619.13,509,23,528175.1,electronics,credit card,refunded,error: Field 'sale_price' not found
510,10/29/2022,1721.7,510,95,112066.33,electronics,cash,pending,error: Field 'sale_price' not found
511,3/24/2020,4120.7,511,79,240752.18,groceries,credit card,pending,error: Field 'sale_price' not found
512,12/27/2022,7438.69,512,93,157890.13,electronics,cash,completed,error: Field 'sale_price' not found
513,6/27/2020,6696.18,513,77,374388.85,clothing,check,pending,error: Field 'sale_price' not found
514,7/31/2022,1460.5,514,53,122567.83,electronics,cash,refunded,error: Field 'sale_price' not found
515,3/3/2022,1990.53,515,89,1174.16,electronics,check,completed,error: Field 'sale_price' not found
516,7/7/2022,3399.12,516,43,705268.21,clothing,check,completed,error: Field 'sale_price' not found
517,1/31/2020,4624.37,517,49,245052.77,groceries,credit card,pending,error: Field 'sale_price' not found
518,9/4/2021,8336.07,518,77,747004.05,clothing,cash,refunded,error: Field 'sale_price' not found
519,10/13/2021,126.05,519,81,339455.52,groceries,cash,refunded,error: Field 'sale_price' not found
520,8/7/2021,2482.74,520,19,579933.45,groceries,check,refunded,error: Field 'sale_price' not found
521,6/29/2021,4237.55,521,30,276196.38,groceries,check,completed,error: Field 'sale_price' not found
522,11/4/2021,8137.49,522,23,486364.55,groceries,credit card,refunded,error: Field 'sale_price' not found
523,6/25/2020,1554.89,523,30,339029.36,clothing,check,pending,error: Field 'sale_price' not found
524,12/16/2022,2392.77,524,50,756196.82,groceries,credit card,pending,error: Field 'sale_price' not found
525,11/14/2022,310.39,525,94,471419.99,groceries,credit card,pending,error: Field 'sale_price' not found
526,9/2/2021,4825.46,526,35,677797.24,clothing,check,refunded,error: Field 'sale_price' not found
527,5/13/2021,6023.78,527,66,620354.97,electronics,credit card,pending,error: Field 'sale_price' not found
528,5/7/2020,3827.27,528,66,590306.61,electronics,cash,refunded,error: Field 'sale_price' not found
529,5/7/2020,1884.92,529,74,671582.51,electronics,credit card,refunded,error: Field 'sale_price' not found
530,10/9/2020,947.79,530,63,922970.1,clothing,credit card,completed,error: Field 'sale_price' not found
531,8/31/2021,8786.36,531,84,420078.32,electronics,credit card,refunded,error: Field 'sale_price' not found
532,7/25/2020,5416.3,532,79,128793.81,clothing,credit card,pending,error: Field 'sale_price' not found
533,2/18/2020,6102.64,533,81,44643.96,electronics,credit card,pending,error: Field 'sale_price' not found
534,6/18/2022,2616.74,534,26,231134.19,clothing,credit card,pending,error: Field 'sale_price' not found
535,7/30/2020,9304.4,535,54,90001.73,electronics,cash,pending,error: Field 'sale_price' not found
536,5/11/2020,3355.14,536,67,838342.09,clothing,credit card,refunded,error: Field 'sale_price' not found
537,4/1/2021,2073.46,537,29,87803.84,clothing,cash,refunded,error: Field 'sale_price' not found
538,7/1/2020,3391.84,538,80,350542.55,electronics,credit card,refunded,error: Field 'sale_price' not found
539,12/19/2022,9914.04,539,80,784090.35,groceries,credit card,pending,error: Field 'sale_price' not found
540,7/14/2022,334.04,540,39,152832.45,clothing,credit card,refunded,error: Field 'sale_price' not found
541,9/25/2022,1466.37,541,67,933166.07,groceries,check,pending,error: Field 'sale_price' not found
542,7/24/2022,8266.51,542,87,865715.39,electronics,cash,completed,error: Field 'sale_price' not found
543,6/16/2021,6282.06,543,56,368530.68,clothing,credit card,pending,error: Field 'sale_price' not found
544,6/12/2021,6860.45,544,22,291081.98,electronics,credit card,refunded,error: Field 'sale_price' not found
545,7/13/2021,5071.87,545,88,262130.5,groceries,cash,refunded,error: Field 'sale_price' not found
546,7/8/2020,992.36,546,28,153331.55,electronics,credit card,completed,error: Field 'sale_price' not found
547,11/23/2022,3089.76,547,75,384935.43,electronics,credit card,refunded,error: Field 'sale_price' not found
548,8/25/2022,2835.25,548,80,592091.28,groceries,credit card,pending,error: Field 'sale_price' not found
549,7/3/2020,9827.91,549,69,405768.63,clothing,credit card,completed,error: Field 'sale_price' not found
550,5/28/2021,1939.55,550,29,154503.25,clothing,credit card,completed,error: Field 'sale_price' not found
551,5/31/2020,6715.21,551,60,324474.95,groceries,credit card,completed,error: Field 'sale_price' not found
552,10/17/2022,4556.95,552,76,787528.26,electronics,credit card,refunded,error: Field 'sale_price' not found
553,4/17/2020,302.18,553,21,339854.56,groceries,cash,completed,error: Field 'sale_price' not found
554,5/22/2021,7829.71,554,70,907264.51,electronics,check,pending,error: Field 'sale_price' not found
555,12/15/2022,5019.93,555,37,172362.14,clothing,cash,refunded,error: Field 'sale_price' not found
556,10/15/2022,1676.68,556,75,96677.18,clothing,cash,refunded,error: Field 'sale_price' not found
557,5/3/2021,6820.8,557,81,917109.29,groceries,check,completed,error: Field 'sale_price' not found
558,3/3/2020,4985.52,558,25,824645.67,electronics,credit card,refunded,error: Field 'sale_price' not found
559,1/21/2021,9336.31,559,40,547228.65,electronics,cash,completed,error: Field 'sale_price' not found
560,8/30/2020,6662.89,560,74,208790.31,clothing,check,refunded,error: Field 'sale_price' not found
561,2/11/2020,5656.06,561,48,538522.04,groceries,check,refunded,error: Field 'sale_price' not found
562,11/18/2022,7275.67,562,87,38183.58,groceries,credit card,pending,error: Field 'sale_price' not found
563,1/9/2020,7277.25,563,50,355427.19,clothing,credit card,pending,error: Field 'sale_price' not found
564,11/14/2021,4870.9,564,97,243545.06,electronics,cash,completed,error: Field 'sale_price' not found
565,2/11/2020,1847.79,565,81,725986.27,electronics,credit card,refunded,error: Field 'sale_price' not found
566,4/10/2020,3658.64,566,94,301940.26,groceries,credit card,refunded,error: Field 'sale_price' not found
567,10/14/2022,4238.75,567,43,972587.32,groceries,credit card,completed,error: Field 'sale_price' not found
568,5/26/2021,900.85,568,62,172279.31,electronics,credit card,completed,error: Field 'sale_price' not found
569,7/3/2020,9201.6,569,60,926100.86,electronics,credit card,refunded,error: Field 'sale_price' not found
570,5/24/2020,5414.05,570,56,919768.64,groceries,cash,refunded,error: Field 'sale_price' not found
571,9/17/2022,9762.06,571,27,164619.78,electronics,credit card,refunded,error: Field 'sale_price' not found
572,3/23/2020,364.93,572,85,883284.97,electronics,cash,completed,error: Field 'sale_price' not found
573,3/9/2022,8799.08,573,65,64491.2,clothing,check,pending,error: Field 'sale_price' not found
574,12/1/2022,454.8,574,97,127734.9,groceries,check,pending,error: Field 'sale_price' not found
575,1/22/2020,6796.99,575,27,936900.13,clothing,check,completed,error: Field 'sale_price' not found
576,11/3/2021,1917.71,576,89,316489.22,groceries,cash,pending,error: Field 'sale_price' not found
577,12/8/2021,2261.41,577,60,829621.51,groceries,credit card,completed,error: Field 'sale_price' not found
578,3/9/2022,6195.24,578,31,900029.51,groceries,credit card,refunded,error: Field 'sale_price' not found
579,6/19/2022,8056.01,579,55,438332.3,groceries,cash,refunded,error: Field 'sale_price' not found
580,9/10/2021,7522.85,580,29,24300.62,electronics,credit card,completed,error: Field 'sale_price' not found
581,8/5/2020,7718.0,581,67,639296.85,clothing,credit card,pending,error: Field 'sale_price' not found
582,5/28/2020,1672.8,582,69,704943.31,groceries,credit card,completed,error: Field 'sale_price' not found
583,7/3/2020,9975.65,583,69,755874.8,clothing,credit card,refunded,error: Field 'sale_price' not found
584,9/14/2021,2219.07,584,43,760398.03,electronics,credit card,refunded,error: Field 'sale_price' not found
585,11/21/2021,8007.5,585,97,489949.68,clothing,check,completed,error: Field 'sale_price' not found
586,12/16/2022,8406.32,586,76,828466.7,groceries,check,pending,error: Field 'sale_price' not found
587,8/11/2022,8460.14,587,45,897917.64,groceries,check,completed,error: Field 'sale_price' not found
